reviewId,productId,categroyId,rate,fit,comment,title,rating_average,rating_count,rating_fit,rating_1,rating_2,rating_3,rating_4,rating_5,heightRange,weightRange,shoeSize,purchasedSize,helpfulCount,ageRange,gender,location,name,createDate,isIncentivized,userCanLike,userCanReport
1702352,E444556-000,23377,5,4,"I'm 5'9, 180lb, athletic build. It's nigh impossible for me to find blazers, suit jackets, etc that don't have to be altered in any way. If I'm lucky enough to find a garment like this where the length is fine, the sleeves will almost always be too long. That isn't the case here.

The sleeve length is perfect, the overall garment length is perfect, and the shoulders are NOT fortified or padded in any way (which is AWESOME for an athletic build or just for broad shoulders). I bought every color. If you can, go try it on... I wear a large in most of the slim fit stuff at UNIQLO but I got the medium in this one and it's fantastic so you may want to try a size down like I did.",Absolutely perfect right off the rack!,2,10,4.6,5,2,1,0,2,"5'8"" - 5'9""",180lb - 189lb,,M,1,35 to 44 years,Male,,J from SoCal,1646604563,False,False,False
134653,E444556-000,23377,2,5,"This blazer comes extremely boxy in the body and sleeves, complete with very low armholes. I regret not buying the earlier versions from a couple years ago which were of slimmer fit. Should you decide to buy one, you’ll likely have to get it tailored. Be aware that armholes cannot be altered, so you will have to make do with it.",Boxy Cut,2,10,4.6,5,2,1,0,2,"5'4"" - 5'5""",120lb - 129lb,,XXS,0,,Male,No location given,Ethan L,1645867564,False,False,False
122001,E444556-000,23377,1,5,This Blazer was my go to for travel- perfect in every way! I needed a couple new ones as I've worn out the old ones! This new cut and fabric is TERRIBLE!!! Im so disappointed. Go back Uniqlo Don't fix it if it aint broke!!!,Terrible Fit!!!,2,10,4.6,5,2,1,0,2,"5'8"" - 5'9""",160lb - 169lb,,M,2,45 to 54 years,Male,,PSFOX,1645637041,False,False,False
108057,E444556-000,23377,3,5,Ok product but fitting too lose. Somewhere between this and slim fit would be ideal,Too lose,2,10,4.6,5,2,1,0,2,"5'8"" - 5'9""",160lb - 169lb,,M,0,55 to 64 years,Male,No location given,Luisito,1645312053,False,False,False
92254,E444556-000,23377,1,5,"Very baggy.  Fits very different than the previously made jersey jacket.  Which, I really liked.",Terrible fit,2,10,4.6,5,2,1,0,2,"5'6"" - 5'7""",160lb - 169lb,,M,4,45 to 54 years,Male,No location given,Spazthecat,1642636380,False,False,False
106144,E444556-000,23377,5,3,"Perfect fit, fits many occasions, lightweight, and affordable.",Best quality for the price.,2,10,4.6,5,2,1,0,2,"5'8"" - 5'9""",200lb or over,,L,2,25 to 34 years,Male,"Tampa, Florida",MEISAI,1642284415,False,False,False
121171,E444556-000,23377,1,5,Its really baggy and not tapered.  I miss the Sweatshirt / Tshirt feeling Sportcoat.  This feels like a grandfathers hand me down,Terrible Fit,2,10,4.6,5,2,1,0,2,"5'10"" - 5'11""",180lb - 189lb,,L,5,45 to 54 years,Male,Atlanta,JohnW,1642108343,False,False,False
186418,E444556-000,23377,1,5,The fit is weird. The body is a straight cut that is completely unflattering. The length of the jacket is too long. The material is much more prone to wrinkling than other polyester blend materials.,Loose fitting all around,2,10,4.6,5,2,1,0,2,,,,XS,5,,Male,"New York, NY",Disatisfied,1641954939,False,False,False
99198,E444556-000,23377,2,4,I wasn’t expecting a skinny fit but not this weird fit with normal room for shoulders but an enormous space for belly.,Medium size has room for a gigantic belly,2,10,4.6,5,2,1,0,2,"6'0"" - 6'1""",170lb - 179lb,,M,11,35 to 44 years,Male,Los Angeles,Andy6677,1641596647,False,False,False
2102746,E445767-001,23377,5,3,"Phenomenal quality, warm, stylish, great fit, unique, beautiful!",Superb,4.5,53,3.74,3,2,3,8,37,"5'6"" - 5'7""",160lb - 169lb,US7.5,M,0,55 to 64 years,Male,New Hampshire,JAQO,1653440743,False,False,False
1702500,E445767-001,23377,5,4,My husband loves the quality and I love the sharp look.,Great down jacket,4.5,53,3.74,3,2,3,8,37,"6'0"" - 6'1""",200lb or over,,XL,0,35 to 44 years,Male,,Honelulu,1647126859,False,False,False
1701905,E445767-001,23377,5,3,"I bought it in size Large for my son. He wears clothing in size Large. The jacket is designed to look and feel great in it. It should be worn with the like warm clothes or clothes which are related to a season. Otherwise, if it goes with a summer t-shirt, any coat feels larger. I buy from Uniqlo for my children and myself. Unlike other clothing I gave them can fly back from their room, but they always do accept clothing from Uniqlo.",Great Jacket,4.5,53,3.74,3,2,3,8,37,,,,L,0,25 to 34 years,Male,,Katiska,1647064861,False,False,False
1703104,E445767-001,23377,5,4,"It definitely fits oversized but in a great way! I am usually a medium or a large and sized up but it was the right call for me. I definitely think that if you want something that fits ""normally"" size down or go on the lower end if you're in between sizes like me.",Stylish Oversized,4.5,53,3.74,3,2,3,8,37,"6'0"" - 6'1""",160lb - 169lb,,L,0,20 to 24 years,Male,,Sava,1646517224,False,False,False
159932,E445767-001,23377,5,4,"Just plain terrific all around, is warm enough to withstand Michigan winters and still look swaggy",Jil Sander does it again,4.5,53,3.74,3,2,3,8,37,"6'2"" - 6'3""",170lb - 179lb,,L,0,20 to 24 years,Male,,Slamchez,1645828656,False,False,False
149501,E445767-001,23377,4,4,"Very nice, style, warm, comfortable, love the double zip, n detachable hood,runs a little big but fine, my boss liked it so much she had me order one for her son.. He loves it also. would totally recommend..",Nice weight,4.5,53,3.74,3,2,3,8,37,"5'8"" - 5'9""",180lb - 189lb,,XL,0,55 to 64 years,Male,No location given,TRod,1645815176,False,False,False
162277,E445767-001,23377,5,4,Not only is this jacket super chic it is also super warm,So warm,4.5,53,3.74,3,2,3,8,37,"6'2"" - 6'3""",180lb - 189lb,,M,0,15 to 19 years,Male,No location given,Gbh1969,1645489849,False,False,False
106011,E445767-001,23377,1,5,Hate this final sale concept especially with an online order. Item is described as oversized but described as fit to size. Do not believe the description order at least one size down from your normal size.,Oversized shouldn't mean doesn't fit,4.5,53,3.74,3,2,3,8,37,"5'8"" - 5'9""",160lb - 169lb,,M,2,25 to 34 years,Male,,Douglas,1645478202,False,False,False
30574,E445767-001,23377,5,3,"Good, its beautiful, comfortable, warm, size nice,",Very good,4.5,53,3.74,3,2,3,8,37,,,,,0,,Prefer not to say,No location given,Indira,1645071397,False,False,False
122939,E445767-001,23377,5,3,I really like this jacket so much! It has a great thickness to it and the inside is smooth and feels so comfortable. It keeps me warm and pairs great over a hoodie. I think the jacket looks even better with the hood removed. It really elevates the style. I'm 6'0 and purchased a L and i think it fits good!,New Favorite Down Jacket,4.5,53,3.74,3,2,3,8,37,"6'0"" - 6'1""",160lb - 169lb,,L,1,25 to 34 years,Male,No location given,JJJP327,1645023433,True,False,False
146395,E445767-001,23377,4,4,"Very stylish, warm, a little big,great details.. My boss saw it on me and had me order one for him, n I did.. Would recommend",Nice,4.5,53,3.74,3,2,3,8,37,"5'8"" - 5'9""",180lb - 189lb,,L,1,55 to 64 years,Male,No location given,TRod,1644693195,False,False,False
173853,E445767-001,23377,4,4,"Overall It's a good parka, very comfortable and if you like oversize look! but I kind of look like a big dumpling!",OVERSIZE parker,4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",170lb - 179lb,,L,2,65 years or over,Male,,go for it,1644628484,False,False,False
148607,E445767-001,23377,1,5,"The coat looks quite filled in pictures however upon receipt, it looks flat and unattractive in the body. The cut is awkward as well. And the sleeves are too loose, your arms are swimming in them. It was final sale and a good price for what I thought it would be, it just sucks because this is just going to sit in my closet doing nothing. I’ll have to give this away to someone.",Honestly the jacket is awkward,4.5,53,3.74,3,2,3,8,37,"5'2"" - 5'3""",120lb - 129lb,,XXS,2,25 to 34 years,Male,No location given,JaysonJay,1643990030,False,False,False
155504,E445767-001,23377,5,4,+J is my fav collab.I purchased with a good discount price. Very happy about it.,Love it so Much,4.5,53,3.74,3,2,3,8,37,"5'8"" - 5'9""",150lb - 159lb,,M,0,25 to 34 years,Male,No location given,Collin,1643961779,False,False,False
188027,E445767-001,23377,5,4,"I'm 5'5"", 130lbs and winded up ordering an XS. So happy I did since the XS is oversized enough for my liking and build. The fit/ details are amazing and the surprise pockets at the upper chest have become a lifesaver (no more searching for my keys and Metrocard in my backpack!) Just don't put any valuables in the hand pockets without zipping them closed. They are really open and items will fall out if not closed when you sit.",New Favorite Coat!,4.5,53,3.74,3,2,3,8,37,"5'4"" - 5'5""",130lb - 139lb,,XS,3,25 to 34 years,Male,No location given,PlusJStan,1643896053,False,False,False
131107,E445767-001,23377,5,3,I normally wear XL for a more comfortable fit but chose L since it's oversized. The fit is great and the quality is superb.,Great fit!,4.5,53,3.74,3,2,3,8,37,"6'0"" - 6'1""",200lb or over,,L,3,25 to 34 years,Male,No location given,Jojun,1643862464,False,False,False
167051,E445767-001,23377,5,4,"much more interesting than your average down jacket; decent warmth although not for deep midwestern winter. nice style, oversized fit. M is perfect for my weight/size. Side pocket zippers are a bit harsh; I do like the chest pockets and interior pockets. Really nice finish and fabric selection. Not a long jacket at all however, so avoid if you want that 3/4 coat.",stylish,4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",190lb - 199lb,,M,2,,Male,No location given,JSTL,1643656842,False,False,False
129311,E445767-001,23377,5,5,Cool looking jacket. Comfortable fit runs big I usually wear a large.,Nice style,4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",200lb or over,,M,1,25 to 34 years,Male,"Bronx, NY",SebRoca,1643640077,False,False,False
171496,E445767-001,23377,5,4,It’s indeed oversized but not too much so. Stylish and warm. Also seems sturdy.,Nice parka.,4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",170lb - 179lb,,M,2,45 to 54 years,Male,"New York, NY",CJNY,1643408748,False,False,False
137336,E445767-001,23377,5,3,"I ordered this coat for my fiancé and it looks amazing on him: he is a true M and the M fits perfectly. (I got him the color block version). He says it is warm, too!",Stylish and warm coat,4.5,53,3.74,3,2,3,8,37,"6'0"" - 6'1""",170lb - 179lb,,M,2,25 to 34 years,Male,"Philly, PA",Wastrelite,1643231914,False,False,False
182873,E445767-001,23377,5,3,"Perfect for 15-30 degrees.
Not super warm but for moderate winter I guess its fine.
Slightly oversized and I like it.",Great fit,4.5,53,3.74,3,2,3,8,37,"5'6"" - 5'7""",150lb - 159lb,,S,2,25 to 34 years,Male,No location given,lazlov,1643202615,False,False,False
102699,E445767-001,23377,5,3,"This jacket is great, the subtle styling and slightly oversized fit is really wonderful. The hood is a little wonky but once you button it up in the front it looks fantastic.",better than I though,4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",160lb - 169lb,,L,1,15 to 19 years,Male,"Brooklyn, NY",Vink,1643121507,False,False,False
120919,E445767-001,23377,4,4,"My size is L, but it was too large. I had to size down to M. Insulation is okay, perfect for light winter. I'm satisfied.",Great but runs big,4.5,53,3.74,3,2,3,8,37,"5'4"" - 5'5""",140lb - 149lb,,M,4,25 to 34 years,Male,"Seattle, WA",Jude P,1643016544,False,False,False
179696,E445767-001,23377,5,3,It is a great fit and exceeded my expectations.  It feel durable and seems as though it will last for many years.  I think it is great that one can get a bit of high end fashion design at such a low price point.,warm and comfortable,4.5,53,3.74,3,2,3,8,37,"5'8"" - 5'9""",160lb - 169lb,,XL,3,35 to 44 years,Male,Massachusetts,Garage Bandit,1642802656,False,False,False
137507,E445767-001,23377,5,4,"I purchased this jacket online for in-store pickup, and was concerned about the sizing. after much deliberation I ordered an XS, but was unsure about that decision. It fits perfectly! In the store, I tried on a size M, which I liked the oversizedness of, but it was too big. Had they had a S in store, I probably would have gotten that, but the XS is GREAT and I can layer so much under and have not run into any tightness at all. The silhouette is great, and I have recieved many compliments. The sleeves even on the XS are long & openings are wide, but I keep them cuffed and it’s just fine. Olive color is green in some light and very brown in other light which is cool.",i LOVE this jacket,4.5,53,3.74,3,2,3,8,37,"5'6"" - 5'7""",140lb - 149lb,,XS,6,20 to 24 years,Other,"New York, NY",addiet,1642708394,False,False,False
164490,E445767-001,23377,4,4,I like the jacket. It is a perfect weight to replace my Eddie Bauer winter jacket that I no longer can lift easily. The zipper system is difficult to maneuver - both to get to zip up and to disengage.,The right weight jacket,4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",170lb - 179lb,,XL,4,,Male,NY,ArtP,1642538690,False,False,False
8669,E445767-001,23377,2,4,"My husband usually wears M for uniqlo products. This jacket in M is wayyyy tooo big for him, and sleeves are long as well. And the return policy is ridiculous.",Too big,4.5,53,3.74,3,2,3,8,37,,,,M,6,,Prefer not to say,No location given,fari,1642525455,False,False,False
150962,E445767-001,23377,4,3,"This down parka rocks really cool, but at the first few days it is a little thin before the filling downs waking. It may be not so suitable for really cold areas, but OK for california.",Good style but a little thin,4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",180lb - 189lb,,L,4,25 to 34 years,Male,"LA, CA",DanearT,1642442349,False,False,False
127569,E445767-001,23377,5,4,Happy with this warm cozy and stylish winter  jacket. Great warm hood and stylish lines.,Warm and stylish,4.5,53,3.74,3,2,3,8,37,"6'0"" - 6'1""",160lb - 169lb,,M,2,45 to 54 years,Male,"New York, NY",GShock,1642262261,False,False,False
87024,E445767-001,23377,5,3,"I was hesitant to buy this parka at first after reading the reviews but I'm glad I went through with it. It keeps me relatively warm and is useful in the rain as well. Being able to take off the hood is a nice touch as well. In terms of sizing, I already knew it would be oversized, so I went TTS. If you want a more tight fit, I would say to size down like others have said.",Versatile Parka,4.5,53,3.74,3,2,3,8,37,"6'0"" - 6'1""",150lb - 159lb,,M,5,15 to 19 years,Male,MD,Jon6969,1642221607,False,False,False
184634,E445767-001,23377,5,3,"Fits nicely, and also warm during cold temperature. Not a huge fan of the hood, but it’s easy to take off.",Great,4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",180lb - 189lb,,M,2,20 to 24 years,Male,Boston,June H,1642099656,False,False,False
144933,E445767-001,23377,5,4,It fits great and the olive color looks good with a lot of stuff. The detachable hood and double zip is a nice touch and the breast pockets are unique.,So warm,4.5,53,3.74,3,2,3,8,37,"6'4"" or over",170lb - 179lb,,L,3,15 to 19 years,Male,boston,이 암귄,1641698069,False,False,False
178093,E445767-001,23377,5,4,A functional coat with a nice design. I wish it can be compact like other uniqlo coats however it's actually warm. The interior keeps heat in and you can style the coat a few different ways. Also close the interior lower part of coat to keep wind out if anyone was wondering using the lock straps on both sides. I think I found my staple winter coat. Well test for snow durability.,Functional coat,4.5,53,3.74,3,2,3,8,37,"6'2"" - 6'3""",150lb - 159lb,,L,1,25 to 34 years,Male,"New York, NY",J function,1641653411,False,False,False
160253,E445767-001,23377,5,4,Luckily I ordered a size M & L to find the right size for me & ended up having to size down to an M. Im 5’10 170lb with a 43inch chest usually wear size L. I love oversized things but even I felt like I had to size down.,Careful with sizing,4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",170lb - 179lb,,M,3,25 to 34 years,Male,No location given,IrvingSL,1641517391,False,False,False
127537,E445767-001,23377,5,3,"Don't listen to the other reviews about sizing down if you want the oversized look. They made it seem like it was so oversized that going down would still be a good idea. It wasn't. Usually wear a large and ordered a medium. It fit like a normal coat. Returning and ordering a large. 

Otherwise it is very nice. Material feels good. It's warm. Zipper pockets are hidden on the chest. The navy is so dark it's black but that's how the pictures show and what I wanted. Patches are more gray than olive",Great coat. Get your normal size. Navy is black.,4.5,53,3.74,3,2,3,8,37,"5'8"" - 5'9""",180lb - 189lb,,M,5,35 to 44 years,Male,NY,Maikeru,1641425159,False,False,False
186436,E445767-001,23377,5,4,Love this oversized puffer jacket. It’s warm and stylish. Perfect!,Oversized puffer,4.5,53,3.74,3,2,3,8,37,"6'2"" - 6'3""",170lb - 179lb,,L,2,45 to 54 years,Male,Washington,Alohatransplants,1641183400,False,False,False
182382,E445767-001,23377,5,4,"Like the jacket, very warm and good quality. Good design with top designer. If between size, size down",Very warm and good design with jil sander,4.5,53,3.74,3,2,3,8,37,,,,M,1,25 to 34 years,Male,Michigan,Coco7777,1641071685,False,False,False
111201,E445767-001,23377,5,3,The quality of this coat speaks for itself. Very durable and heavy duty for the cold/snow days ahead. The fitting is also perfect.,I love it!,4.5,53,3.74,3,2,3,8,37,"5'6"" - 5'7""",160lb - 169lb,,L,1,35 to 44 years,Male,New Jersey,Adier,1640985361,False,False,False
188039,E445767-001,23377,5,3,"Great gift, is very warm n adjust for his needs very happy with this products",Very warm,4.5,53,3.74,3,2,3,8,37,"5'2"" - 5'3""",190lb - 199lb,,L,1,25 to 34 years,Male,Bronx New York,Campanita,1640148717,False,False,False
144034,E445767-001,23377,3,4,Surprisingly cold for such a thick jacket…the wind gets in too easily,Medium functionality,4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",160lb - 169lb,,M,5,20 to 24 years,Male,NY,Zhangeringo,1639627563,False,False,False
103456,E445767-001,23377,2,4,"The cloth is good, perfect for winter. However, only 2 weeks after I purchased this, it had $20 off, and now it's $50 off!",Parka is ok but,4.5,53,3.74,3,2,3,8,37,"5'6"" - 5'7""",140lb - 149lb,,S,9,,Male,MO,Zinc,1639517356,False,False,False
134242,E445767-001,23377,3,4,its not jil sander but its got a nice zombie vibe. good materials good fit,cool ya,4.5,53,3.74,3,2,3,8,37,"6'0"" - 6'1""",190lb - 199lb,,L,2,20 to 24 years,Male,"new York, ny",grs97,1639356729,False,False,False
88101,E445767-001,23377,5,2,"Although it looks so normal in the picture, it is perfect fit my husband and he likes it very much.",Very cool jacket,4.5,53,3.74,3,2,3,8,37,,,,XS,2,,Male,wa,rrrrico,1639263913,False,False,False
132858,E445767-001,23377,1,5,This is Very large and boxy. Even when we went down a size,Oversized,4.5,53,3.74,3,2,3,8,37,"5'8"" - 5'9""",150lb - 159lb,,S,2,55 to 64 years,Male,New York,Jone,1639258337,False,False,False
113198,E445767-001,23377,5,4,"The quality, and fit of the jacket is perfect. I love the oversized look.",Nice Jacket,4.5,53,3.74,3,2,3,8,37,"5'6"" - 5'7""",140lb - 149lb,,S,4,20 to 24 years,Male,New York,Josephh,1638578325,False,False,False
103453,E445767-001,23377,4,5,"This is a very nice jacket.  The material is quality and the zippers, though not top of the line, are decent.  My only complaint is that while it obviously states that it is oversized, I sized down from a medium to a small and it is still big.  It looks good, but now that it is truly cold, I have to wear extra layers underneath because the cold just goes right up through the bottom.  There is a cinch on either side, but you cannot really cinch it very much.  Also the sleeve openings are very big.  There is a second snap to make them smaller, but if you use it, the shape of the sleeve becomes odd and unattractive.  I like it, but I wish I had ordered XS!","Great Coat, VERY oversized fit",4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",150lb - 159lb,,S,14,35 to 44 years,Male,"Brooklyn, NY",DGNY,1638222397,False,False,False
88172,E445767-001,23377,5,4,"Really impressed with this new +J collection. I was looking for a slight oversize fit and this fit the bill. The quality is better than I've seen with the more recent UQ outerwear, and it is very nice and warm. Slightly bigger and roomier than their usual M (40"" chest). I own the puffer parka from last season and this is a great alternative for when I need a shorter jacket.","Great fitting, high quality piece",4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",180lb - 189lb,,M,0,25 to 34 years,Male,New York,Colin,1638136609,False,False,False
184225,E445767-001,23377,4,4,"Starting with my dislike. It collects a bit of lint. Since wearing it I’ve noticed lint. But other than that the coat is warm, feather down. Love the double zipper. The sleeves of the coat is interesting not your regular puffer coat. The hem of the coat is asymmetrical which is pretty cool. I really like it.",Nicely designed coat,4.5,53,3.74,3,2,3,8,37,"6'0"" - 6'1""",200lb or over,,XL,0,20 to 24 years,Male,New Jersey,JeremyTI,1638134211,False,False,False
101919,E445767-001,23377,5,4,"Nice style, the fit is roomier than average jacket but not overly large. Light-weight, easy to pair with any pants, warm and sturdy.","Roomier fit but overall, very on-point.",4.5,53,3.74,3,2,3,8,37,"5'10"" - 5'11""",160lb - 169lb,,M,1,35 to 44 years,Male,"New York, NY",Icicle,1638070921,False,False,False
131353,E445767-001,23377,3,5,Coat runs exceptionally large. I am 5’3 and usually wear a small but I ordered an xs and it was way too big. Disappointed that there were no xxs sizes available. Not sure if that may have been too big also.,Nice quality,4.5,53,3.74,3,2,3,8,37,"5'2"" - 5'3""",100lb - 109lb,,XS,6,65 years or over,Female,Connecticut,Onlinefanatic,1637923198,False,False,False
167838,E445767-001,23377,5,3,"Was surprised with how warm this coat is, down material makes it extra comfy, oversized fit is great for layering. Needed a winter coat this year so that works.",Stylish & Warm Down Winter Coat,4.5,53,3.74,3,2,3,8,37,"5'8"" - 5'9""",160lb - 169lb,,M,2,25 to 34 years,Male,"Cleveland, Ohio",mradam,1637639254,False,False,False
176600,E445767-001,23377,5,3,"I know most people are probably thinking about sizing down on this parka since it’s advertised as “oversized,” but I went the other direction and bought a large instead of my usual small for maximum coziness and comfort. This will definitely be a great parka to randomly throw on whenever I’m heading out in the cold. Love the oversized look!",Fun parka!,4.5,53,3.74,3,2,3,8,37,"5'6"" - 5'7""",140lb - 149lb,,L,12,35 to 44 years,Male,"San Francisco, CA",JAE S,1637055559,False,False,False
129576,E445767-001,23377,5,3,I’m normally a Size M but I went a size down to S and it fits great. Wish it was little shorter in length but can deal with it. The material and construction is beautiful and especially the hood. Felt warm when trying it on. Worth the price,Love it,4.5,53,3.74,3,2,3,8,37,"5'6"" - 5'7""",170lb - 179lb,,S,6,25 to 34 years,Male,New York,Abeee,1636966119,False,False,False
1703632,E446919-001,23377,4,4,"love this item, probably my favorite purchase from uniqlo, i chose the recommended sizing but it ended up being too big. i’m planning on going to a tailor for some alterations because i love this item that much ",high quality,5,4,3.75,0,0,0,1,3,"6'0"" - 6'1""",,,XXL,1,20 to 24 years,Prefer not to say,CA,gearlessJ,1652299691,False,False,False
812327,E446919-001,23377,5,3,The overall fit is perfect and the jacket looks great! The attention to detail definitely shows in the stitch work and overall construction. Would definitely recommend ,Perfect utility jacket,5,4,3.75,0,0,0,1,3,"5'6"" - 5'7""",140lb - 149lb,US9,M,0,20 to 24 years,Male,MI,Rowan,1648855488,False,False,False
1703528,E446919-001,23377,5,4,"Fits a little oversized but that's what I wanted, great jacket. The pin stripes on the blue color are very unique.",Great Look,5,4,3.75,0,0,0,1,3,"5'8"" - 5'9""",160lb - 169lb,,L,0,20 to 24 years,Male,,RavenB,1647036538,False,False,False
1702366,E446919-001,23377,5,4,"The stretch denim work jacket looks great, has a lux denim vibe that really works. Washed up nicely (cold, no dryer), loving it. Great casual jacket option to layer over a lighter spring button down. I hope the worker jacket stays in style for many years to come, it is a welcome addition to my wardrobe!",Luvn this denim worker jacket y’all,5,4,3.75,0,0,0,1,3,"5'8"" - 5'9""",200lb or over,,L,1,45 to 54 years,Male,,Brando71,1646689231,False,False,False
94860,E442147-000,23377,1,3,After wearing it for almost a month the puff is all gone. Can’t even wear this anymore in chilly weather.,Poor quality,4.5,39,2.9,3,2,3,2,29,"5'6"" - 5'7""",150lb - 159lb,,S,1,20 to 24 years,Male,,Navvv,1645249423,False,False,False
99283,E442147-000,23377,2,3,I bought this same style from Uniqlo in early 2020 and I'm telling you it was the perfect jacket.  Unfortunately I splashed some paint on it recently so I decided to re-purchase a new one.  I was sad to find that it's now made with a different material entirely.  Softer and less durable.  I returned it right away.,Disappointing update,4.5,39,2.9,3,2,3,2,29,"6'0"" - 6'1""",130lb - 139lb,,M,3,45 to 54 years,Male,,PRose,1644443693,False,False,False
143330,E442147-000,23377,5,3,"The moment you put this on, you realize you have put on something exquisite. Though understated in terms of bells and whistles. The quality, the build, the fit and the thoughtfulness is among the best. The length is also well proportioned for average height men. I am 5'8"" and this sits at my waist. Worth the money spent.",One of the best I have!,4.5,39,2.9,3,2,3,2,29,"5'8"" - 5'9""",190lb - 199lb,,M,0,35 to 44 years,Male,No location given,Deep_nomad,1644170180,False,False,False
142985,E442147-000,23377,5,3,"Touches very good, very light and warm and comfortable! Recommend!",Light and Comfortable.,4.5,39,2.9,3,2,3,2,29,,,,M,0,25 to 34 years,Male,No location given,Timothy777,1644110707,False,False,False
129138,E442147-000,23377,5,3,This was a gift to a friend who weas ecstatic to receive!,Men 3D seamless down parka,4.5,39,2.9,3,2,3,2,29,"4'10"" - 4'11""",90lb - 99lb,,XXS,0,65 years or over,Male,No location given,Liko,1644029574,False,False,False
