reviewId,productId,categroyId,rate,fit,comment,title,rating_average,rating_count,rating_fit,rating_1,rating_2,rating_3,rating_4,rating_5,heightRange,weightRange,shoeSize,purchasedSize,helpfulCount,ageRange,gender,location,name,createDate,isIncentivized,userCanLike,userCanReport
1702955,E439714-000,23327,5,3,I love it! It is warm and beautiful! Great price quality ratio.,Gorgeos,4.5,87,2.99,2,2,5,10,68,,,,S,0,35 to 44 years,Female,,Lec1979,1647466132,False,False,False
143852,E439714-000,23327,5,3,Fit perfectly.  Length great. Nice & warm. Great good,Perfect fit,4.5,87,2.99,2,2,5,10,68,"5'0"" - 5'1""",100lb - 109lb,,XXS,0,65 years or over,Female,No location given,Peej,1645913547,False,False,False
160614,E439714-000,23327,5,3,"This coat is light, warm and fits well. I am very pleased with this purchase,",Perfect,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",160lb - 169lb,,L,0,55 to 64 years,Female,No location given,Niina,1645889112,False,False,False
128847,E439714-000,23327,5,3,I have a shorter seamless down jacket from 2018 in forest green and it still in good condition.  I always wanted the slightly longer version and I waited for this week's sale.  I purchased size xxs in purple.  It's warm and light.  I didn't wash the green and I'll only spot clean to keep it clean.,I love my seamless down coat,4.5,87,2.99,2,2,5,10,68,"4'10"" - 4'11""",100lb - 109lb,,XXS,0,45 to 54 years,Female,No location given,Ty D,1645882326,False,False,False
117984,E439714-000,23327,5,4,"This jacket fit true to size and it covers my butt which is what I was looking for. The color is even more beautiful in person - super bright and rich. Its fun to wear because even though it is a puffy jacket, the color fancies it up.",Amazing color and quality!,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",140lb - 149lb,,L,1,35 to 44 years,Female,No location given,Pretty in lavender,1645750843,False,False,False
161152,E439714-000,23327,1,3,"Quick rinse cycle and it’s ruined. It’s a great coat, but now it’s ruined beyond repair.",Quick rinse cycle and it’s ruined.,4.5,87,2.99,2,2,5,10,68,,,,XS,0,25 to 34 years,Female,,Anonymous8377,1645728413,False,False,False
152111,E439714-000,23327,4,3,"Jacket is warm but light. Not heavy at all. But feels a bit puffy to me. Wish the hood is detachable because it bothers me in the back. But when it’s cold it’s good coverage because it’s adjustable and the neckline is high enough to block the wind, so no need for a scarf.",Warm Jacket,4.5,87,2.99,2,2,5,10,68,"5'0"" - 5'1""",100lb - 109lb,,XS,0,35 to 44 years,Female,No location given,Bluebb,1645491022,False,False,False
140985,E439714-000,23327,5,3,"no regret I recommend 
styleeee and keep me warm I like the color",styleeee and keep me warm I like the color,4.5,87,2.99,2,2,5,10,68,,190lb - 199lb,,XL,0,35 to 44 years,Female,No location given,manalou,1644701149,False,False,False
163270,E439714-000,23327,4,1,"Has a nice fit to it, roomy but not bulky. Keeps me warm.","Light weight, double sided zipper",4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",180lb - 189lb,,L,1,45 to 54 years,Female,No location given,Yani123,1644531232,False,False,False
182802,E439714-000,23327,5,3,I gained 10 lbs since my pregnancy and this coat hides the extra pounds and elongates me. Hood is high so keeps me warm while being down. My friends from San Francisco loved it! Very comfortable to run after 2 year old toddler. Will buy more. It is my third purchase.,Great coat and fit!!!,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",140lb - 149lb,,L,0,35 to 44 years,Female,No location given,Akt31,1644297132,False,False,False
153804,E439714-000,23327,5,3,This coat looks exactly like in the picture on the website. It’s so comfortable and warm. Just perfect.,Looks and feels great!,4.5,87,2.99,2,2,5,10,68,"5'0"" - 5'1""",110lb - 119lb,,S,0,15 to 19 years,Female,No location given,evavrr,1644291240,False,False,False
129507,E439714-000,23327,4,3,"I purchased this coat for my daughter, and so far she really likes it. I gave it 4 stars because she just started wearing it. It’s only with time that you can truly get a feel for quality, durability.  But the coat feels nice, warm, and the right length for my daughter who is only 5’ 2”.",So far good,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",110lb - 119lb,,S,0,15 to 19 years,Female,No location given,Cori B,1644204523,False,False,False
152316,E439714-000,23327,5,3,"I thought the coat ran small, but it does not, so I got an XL in size because I wanted room to wear my thick sweaters under it. I could have stick with the large and it would have been fine. Overall I still love the coat even though its really roomy but I okay with it, and it still keeps me warm, at times a little too warm.",Lovely,4.5,87,2.99,2,2,5,10,68,"5'6"" - 5'7""",180lb - 189lb,,XL,1,25 to 34 years,Female,No location given,DeeNDee,1644077345,False,False,False
97511,E439714-000,23327,5,3,"I’m a petite woman, 5’2”, 89 lbs and the xxs fits perfectly with room for a thick sweater.  It keeps me wonderfully warm; as I live in a ski town this is important.  I practically live in yoga wear so it’s perfect— long enough to cover the bum area and stylish.  I highly recommend it.",I love it!,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",80lb - 89lb,,XXS,2,55 to 64 years,Female,No location given,Esyl,1643840407,False,False,False
130575,E439714-000,23327,5,3,This jacket is amazing— so so warm and comfy. The hood practically engulfs your whole head. I’m 5’3 and the bottom of the jacket lands just above the tops of my knees.,AWESOME,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",120lb - 129lb,,S,1,15 to 19 years,Female,No location given,Eblo,1643838057,False,False,False
45346,E439714-000,23327,5,3,"This coat is a warm and super comfy everyday coat that you can dress up if you want to or wear with your casual outfit on a regular day. I found the length to be perfect - not too long to limit my moves, and not too short to leave me freezing. Versatile, warm but not heavy, this coat is turning into my favorite winter coat.",Love this versatile and cozy coat!,4.5,87,2.99,2,2,5,10,68,,,,,1,,Prefer not to say,"Arlington, VA",LanaDi,1643669377,False,False,False
148804,E439714-000,23327,5,3,I have the longer version in dark blue and decided to get this one as well. They are the best winter coats I've ever had. Lightweight but still keep me warm :) Very flattering on my body as well. I really hope they make more again!,My favorite winter coat ever!,4.5,87,2.99,2,2,5,10,68,"5'8"" - 5'9""",140lb - 149lb,,M,1,25 to 34 years,Female,"New York, NY",AK619,1643578177,False,False,False
86850,E439714-000,23327,5,3,"For this particular style I’m so glad that I sized up.  
January has been a cold month in the northeast.. being able to wear an extra sweater under this coat has made all the difference! Love the purple color! Many compliments!! Nice fit on hood too!","Elastic in the cuffs, double zipper plus snaps!!",4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",140lb - 149lb,,XL,1,65 years or over,Female,"Greenland, NH",Babda,1643240789,False,False,False
95705,E439714-000,23327,5,3,I am happy with the purchase of this coat.  Warm and very soft.  Quality is excellent. Love the color and it fits me well. Great for travel to cold weather countries.,Coat for Comfort,4.5,87,2.99,2,2,5,10,68,"5'0"" - 5'1""",120lb - 129lb,,M,1,55 to 64 years,Female,"Las Vegas, NV",Gerry T,1643231439,False,False,False
96665,E439714-000,23327,5,4,"Just passes the butt, zips all the way so face can be partially covered, hood, perfect mid size length,  great winter coat to have.",Great midsize down puff coat,4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",140lb - 149lb,,M,1,35 to 44 years,Female,Sacramento,Mid size puff down jacket,1643145446,False,False,False
93172,E439714-000,23327,4,3,"Overall I love the coat, but the sleeves are bit short for me, and a bit more room in underarm would be nice.",Stylish and functional,4.5,87,2.99,2,2,5,10,68,"5'6"" - 5'7""",110lb - 119lb,,M,1,15 to 19 years,Female,columbus ohio,teenage girl,1642975338,False,False,False
107620,E439714-000,23327,5,3,"I really love this coat! I'm 5'3"" and it hits right at my fingertips. It's usually hard finding a longer length coat that doesn't go all the way to my knees, but this one is the perfect length. It's lightweight and super warm. The only thing I wish is that the waist was more form fitting rather than straight.",My new favorite coat!,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",100lb - 109lb,,XXS,1,25 to 34 years,Female,Philly,Anna88,1642897330,False,False,False
134291,E439714-000,23327,5,3,"This coat is exactly what I was looking for since I have a warmer one and a lighter one, all from Uniqlo. I like to layer, so perfect fit.",Great Coat,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",130lb - 139lb,,L,1,65 years or over,Female,"Honolulu, HI",Sueke,1642888081,False,False,False
95569,E439714-000,23327,5,3,I needed a jacket warmer that the travel jackets. This fits the bill. It is long enough to cover longer shirts and sweaters. Good fit.,Warm!,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",120lb - 129lb,,S,2,65 years or over,Female,NC,Flip,1642804056,False,False,False
189584,E439714-000,23327,4,1,I am 4'11 and this fits perfectly. I like it longer to keep my tush warm when sitting on the benches during soccer games  : ),very pleased with my purchase,4.5,87,2.99,2,2,5,10,68,"4'10"" - 4'11""",100lb - 109lb,,XS,2,65 years or over,Female,San Francisco,alise,1642803115,False,False,False
107781,E439714-000,23327,5,3,"I’m so pleased with my purchase. I was always hesitant to buy down because I figured it would make me look bigger. This coat has lovely lines and is super flattering. It’s lightweight and has both a zipper and heavy duty snaps (I saw reviews criticizing both, but I’ve had no problems). This design is timeless and affordable. I’m a size 16 and XL is a perfect fit. Longer than on the model because I’m shorter, and that’s my preference.",Wow! Great coat,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",180lb - 189lb,,XL,1,55 to 64 years,Female,"San Diego, CA",barbian7,1642738289,False,False,False
86722,E439714-000,23327,5,3,"True to size, very cozy, love how warm I feel when I wear this coat",Great every day coat,4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",180lb - 189lb,,XL,0,55 to 64 years,Female,NY,XV Manhattan,1642628488,False,False,False
119286,E439714-000,23327,5,4,The purple color is so pretty!! Love the length and how puffy the hood is. I got a large and it is slightly roomy in the body but I think it will be perfect for layers and so the buttons do not pull - arm length is perfect,Love it,4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",150lb - 159lb,,L,1,25 to 34 years,Female,California,PurpleCoat,1642455778,False,False,False
144312,E439714-000,23327,5,2,This coat has been keeping me warm and protected from the wind this winter. Surprisingly warm for how lightweight it is.,Warm for NYC Winter,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",130lb - 139lb,,M,3,20 to 24 years,Female,New York,Coco D,1642442747,False,False,False
164414,E439714-000,23327,5,3,Very warm in this NY January weather. Stylish and conforms to body shape- not frumpy,Very nice voat,4.5,87,2.99,2,2,5,10,68,"5'6"" - 5'7""",150lb - 159lb,,M,2,65 years or over,Female,New york,Noortje,1642372213,False,False,False
129203,E439714-000,23327,5,3,My daughter loves it. The pattern fits perfect! Color is good.,Great Down Jacket,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",100lb - 109lb,,S,0,15 to 19 years,Female,Queens NY,Linglynn,1642296698,False,False,False
33121,E439714-000,23327,1,3,"Be sure to keep a tag intact before you thoroughly check your zipper. Mine did not go up from the very first pull-up. Then, I waxed it as much with a candle-end. Still it 's stuck in the socket, and did not go up. Finally, I had a helper in front of me pull it up. It did, but took time. I have bought Uniqlo stuff over the years in Tokyo, even the ones with the zipper, for gifts. Why Uniqlo made a compromise with a badly designed zipper on a very well made coats ?   Frankly, aghast and extremely disappointed",THE WORST ZIPPER,4.5,87,2.99,2,2,5,10,68,,,,,4,,Prefer not to say,Portland,DawnK,1642200176,False,False,False
153724,E439714-000,23327,5,3,"So although I usually wear size M of their ultra light down coats size, I decided to order size S instead - it's perfect even with a sweater 
For reference, I'm 5""5, 130 lbs, had two kids so my chest is wilder than before (when it used to fit size S). 
It's warm and I love the purple color",Great length and warmth for Michigan,4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",130lb - 139lb,,S,0,35 to 44 years,Female,Michigan,Anastasia D,1642196781,False,False,False
147915,E439714-000,23327,4,2,"I love the jacket. Good heat insulation and the hood is snug and cozy without messing up my hair. Size medium is a bit tight.  One problem: Right from the get go the zipper has been less than smooth zipping, I ended up using a pencil to deposit graphite along the teeth and the pull.",Nice Jacket,4.5,87,2.99,2,2,5,10,68,"5'0"" - 5'1""",130lb - 139lb,,M,0,65 years or over,Female,"Somerset, NJ",NJane,1642195707,False,False,False
129626,E439714-000,23327,5,3,"I love this coat, its cute and i love the color. it is keeping me warm during this winter. I would recommend to anyone needing a coat, especially having just moved to a colder climate.",warm and cute,4.5,87,2.99,2,2,5,10,68,"5'6"" - 5'7""",200lb or over,,XXL,0,25 to 34 years,Female,Chicago,Sare,1642195000,False,False,False
163636,E439714-000,23327,5,3,"THis is minimalist coat - stylish and practical, perfect for everyday wear",practical and stylish,4.5,87,2.99,2,2,5,10,68,"5'0"" - 5'1""",120lb - 129lb,,S,0,15 to 19 years,Female,NY NY,Maika,1642028021,False,False,False
94726,E439714-000,23327,5,3,"Fits perfect, super cute and super warm in New York weather! Definitely recommend",Very warm,4.5,87,2.99,2,2,5,10,68,"5'0"" - 5'1""",130lb - 139lb,,S,0,20 to 24 years,Female,New York,Angg,1641777959,False,False,False
180596,E439714-000,23327,5,3,"I'm so glad I bought this jacket! I adore the purple color.  I already have a Uniqlo/Marimekko down coat that I purchased last year, which I love, but I also wanted a shorter more informal down jacket with a hood that would keep me warm. This fits the bill 100%. I sized up, and the jacket fits me perfectly, with ample room for a sweater underneath. My coat and my jacket are all I need to get me through the cold winters. From past experience with Uniqlo (I've owned to other down jackets for years), I am confident that the jackets will keep me warm, in addition to being stylish. I've gotten tons of compliments on my old houndstooth coat and my new Uniqlo/Marimekko one. This jacket will *not* disappoint you.","Warm, well-fitting jacket",4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",170lb - 179lb,,XL,3,65 years or over,Female,"Arlington, VA",Meredith,1641585028,False,False,False
103089,E439714-000,23327,5,3,"Comfortable, 2 way zipper and snap front. Really like the collar/hood design. It is not heavy but is warm. Would be it in another color if available.",Nicely styled,4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",120lb - 129lb,,M,1,65 years or over,Female,New Hampshire,Loanne,1641424302,False,False,False
14898,E439714-000,23327,5,3,"very nice, warm and comfortable. Fits very well . I would definitely recommend it to buy",SEAMLESS DOWN,4.5,87,2.99,2,2,5,10,68,,,,XXL,0,,Prefer not to say,Bellevue,Svetlana,1641189010,False,False,False
114874,E439714-000,23327,5,3,A Christmas gift for my daughter. She loves it and it fits her perfectly.,Perfect Gift,4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",,,L,0,20 to 24 years,Female,California,WinnieY,1641158027,False,False,False
85691,E439714-000,23327,5,3,Gorgeous coat great fit! Size XS fits great and im 5’5” 130 pounds size 4 or 25 pants. Very warm!,Flattering cut& Very warm!!,4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",,,XS,3,15 to 19 years,Female,Boston,Seaside21,1641002779,False,False,False
162934,E439714-000,23327,5,3,"Bought this jacket on sale. Very very warm. No problem in the 30s temperature range. It actually got a bit too warm in the upper 40. Planning to dry clean only since the filling is down, and reading other reviews that it doesn’t do well in a washer. I am 5’2, 105 lbs and can fit a sweater underneath a XS.",So warm!,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",100lb - 109lb,,XS,9,35 to 44 years,Female,"San Francisco, Ca",Norcal1,1640749314,False,False,False
166937,E439714-000,23327,4,4,it is quite warm for how this the jacket is.. good for temp around high 30 to 40F. nice color as well,warm nice light thin jacket,4.5,87,2.99,2,2,5,10,68,"5'0"" - 5'1""",100lb - 109lb,,XXS,0,25 to 34 years,Female,new york,lywin,1640746369,False,False,False
119664,E439714-000,23327,3,4,So I put the coat into a drier and the whole back fur is gone...,Bad in drier,4.5,87,2.99,2,2,5,10,68,"5'0"" - 5'1""",110lb - 119lb,,M,3,15 to 19 years,Female,"Flushing, NY",Sleepy,1640387166,False,False,False
167342,E439714-000,23327,5,2,"This is my third winter using this coat as my winter coat. It’s a great length and very warm, the hood is super cozy and the design is nice and simple. I often get compliments. I got a medium but would maybe size up if I bought it again just to have more room in the arms to bulk underneath.",Love this coat,4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",150lb - 159lb,,M,5,20 to 24 years,Female,"Boston, MA",Leftylucy,1640374316,False,False,False
185318,E439714-000,23327,5,3,"the coat is very beautiful, and warm, very fit,  I WILL purchase another for my mom,",very fit,4.5,87,2.99,2,2,5,10,68,"5'6"" - 5'7""",190lb - 199lb,,XXL,0,35 to 44 years,Female,IL,lisa aa  2066,1640352013,False,False,False
89153,E439714-000,23327,5,3,Been looking for a simply long down jacket for those cold days.  Looks great and keeps me warm!,Comfortable and warm,4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",150lb - 159lb,,L,0,65 years or over,Female,"San Jose,  CA",BoBoBo,1640305233,False,False,False
76225,E439714-000,23327,5,3,"I bought it for my daughter, it is warm and fits well  and looks very nice.",Great Style,4.5,87,2.99,2,2,5,10,68,,,,,1,,Prefer not to say,"moorestown, nj",snow,1640281647,False,False,False
175019,E439714-000,23327,3,3,"I loved everything about this coat, except that the zipper is very hard to deal with. You can’t zip it fast because it gets stuck or won’t go smoothly. If it were updated with a better zipper I would def keep it.",Please fix the zipper,4.5,87,2.99,2,2,5,10,68,"5'4"" - 5'5""",120lb - 129lb,,S,4,25 to 34 years,Female,"Seattle, WA",Linzy,1640163210,False,False,False
108783,E439714-000,23327,5,3,"I usually don't wear ""puffy"" coats because I'm worried I'd end up looking like the Michelin Man, but this coat is really comfortable and doesn't have that super puffy look. Even though it feels thin it insulates well and keeps you warm. I'm about 5'2 and it comes up to mid thigh for me which I love. I've gotten a lot of compliments on this coat too! I love it!",Soooo comfortable!,4.5,87,2.99,2,2,5,10,68,"5'2"" - 5'3""",,,XL,3,25 to 34 years,Female,"Silver Spring, MD",Valerieee,1640134111,False,False,False
